id,candidate,sentiment,subject_matter,original_text,processed_text,text_length,word_count,hashtag_count,mention_count,contains_url,is_retweet
13764,Jeb Bush,Negative,None of the above,"#GOPDebates #JebBush check your stats again on education in #Florida.  You are wrong, wrong, wrong.  Sugar coating plus.",check stats education wrong wrong wrong sugar coating plus,120,18,3,0,0,0
11632,Donald Trump,Negative,FOX News or Moderators,RT @RWSurferGirl: The candidates don't have to attack @realDonaldTrump Fox is doing it for them by stoping him from speaking. 🇺🇸 #GOPDebate…,candidate dont attack fox stoping speaking,140,22,1,2,0,1
11271,Donald Trump,Negative,Foreign Policy,"Trump: I think war should happen with Iran. Cruz: We need war with Iran sure, but maybe Russia also #GOPdebates",trump think war happen iran cruz need war iran sure maybe russia also,111,20,1,0,0,0
10843,No candidate mentioned,Negative,FOX News or Moderators,"So now the Fox moderators are going to bring ""God"" into the next debate segment? Please....spare me....spare us.  #GOPDebates",fox moderator going bring god next debate segment pleasespare mespare,125,19,1,0,0,0
8468,No candidate mentioned,Negative,FOX News or Moderators,RT @RWSurferGirl: Fox News is obviously trying to influence the makeup of the Republican field. 🇺🇸  #GOPDebate  #GOPDebates,fox news obviously trying influence makeup republican field,123,18,2,1,0,1
4940,No candidate mentioned,Negative,None of the above,RT @roryontour: Watched #GOPDebate each and every candidate was as insincere as a door to door hoover salesman! Delusion followed by lies @…,watched every candidate insincere door door hoover salesman delusion followed lie,140,23,1,1,0,1
11253,No candidate mentioned,Negative,Women's Issues (not abortion though),"RT @monaeltahawy: Oh boy: ""social issues"" = GOP code for who can control women's bodies &amp; sexuality the most. Hold on tight, TwitterLand  #…",boy social issue gop code control womens body amp sexuality hold tight twitterland,144,24,0,1,0,1
12342,Donald Trump,Negative,None of the above,RT @RWSurferGirl: You would never know @realDonaldTrump  is the frontrunner from watching this debate. 🇺🇸 #GOPDebate  #GOPDebates,would never know frontrunner watching debate,129,17,2,2,0,1
5923,No candidate mentioned,Negative,None of the above,"RT @slackmistress: There's visual evidence of @DaisyJDog's thoughts on last night's debate, but I'm not posting a pic of dog crap at 8:16am…",there visual evidence thought last night debate posting pic dog crap am…,140,23,0,2,0,1
13248,Donald Trump,Negative,FOX News or Moderators,RT @RWSurferGirl: FOX News won't admit who the Republican leader is right now I mean @realDonaldTrump only has a double-digit lead 🇺🇸 #GOPD…,fox news wont admit republican leader right mean doubledigit lead,140,23,1,2,0,1
11638,Jeb Bush,Negative,FOX News or Moderators,RT @RWSurferGirl: Fox is cherry picking the candidates. Jeb gets the softball questions. 🇺🇸 #GOPDebates  #GOPDebates,fox cherry picking candidate jeb get softball question,116,16,2,1,0,1
12444,No candidate mentioned,Negative,None of the above,"It's called ""screaming like a fascist"" for a reason #GOPDebates",called screaming like fascist reason,63,10,1,0,0,0
11028,Mike Huckabee,Negative,Foreign Policy,"RT @jamiaw: ""The purpose of the military is to kill people and break things""-Mike Huckabee #GOPDebates #KKKorGOP",purpose military kill people break thingsmike huckabee,112,17,2,1,0,1
8949,Chris Christie,Negative,None of the above,RT @RWSurferGirl: After @GovChristie hugged Obama he doesn't deserve to be on the stage tonight. 🇺🇸 #GOPDebates  #GOPDebates,hugged obama doesnt deserve stage tonight,124,18,2,2,0,1
3378,Donald Trump,Negative,None of the above,"Donald #Trump: great television, horrible statesmanship. @realDonaldTrump #GOPDebate And don't call me a ""hater"" because I am not. #Sad",donald great television horrible statesmanship dont call hater,135,19,3,1,0,0
10951,Mike Huckabee,Negative,None of the above,"RT @jamiaw: ""The purpose of the military is to kill people and break things""-Mike Huckabee #GOPDebates #KKKorGOP",purpose military kill people break thingsmike huckabee,112,17,2,1,0,1
1466,Marco Rubio,Negative,Jobs and Economy,"#gopdebate Marco Rubio was asked after the debate, Q: how would you create jobs? A: Tax cuts 4 rich &amp; modify social security &amp; Medicare. : /",marco rubio asked debate would create job tax cut rich amp modify social security amp medicare,148,27,1,0,0,0
631,No candidate mentioned,Negative,FOX News or Moderators,RT @ThePatriot143: Hey @Foxnews can you let us Rep digest the #GOPDebate before you allow Debbie Wasserman Schultz to TRASH ALL OUR GOP htt…,hey let rep digest allow debbie wasserman schultz trash gop htt…,140,24,1,2,0,1
11580,No candidate mentioned,Negative,None of the above,RT @_RyanTurek: #GOPDebates brought to you by… STRAIGHT OUTTA COMPTON.,brought by… straight outta compton,70,10,1,1,0,1
9439,No candidate mentioned,Negative,None of the above,"RT @RWSurferGirl: I'd really like to see how long each candidate was given to speak.  It didn't seem ""Fair &amp; Balanced"" at all. 🇺🇸 #GOPDebat…",really like see long candidate given speak didnt seem fair amp balanced,144,25,1,1,0,1
2169,No candidate mentioned,Negative,None of the above,The best person in the GOP wasn't even in the 9pm #GOPDebate. Is GOP stupid enough to leave Carly Fiorina out of next prime time debate?,best person gop wasnt even gop stupid enough leave carly fiorina next prime time debate,136,26,1,0,0,0
3194,Donald Trump,Negative,None of the above,RT @newlinla: My friends' 3-year-old's thoughts on Donald Trump are hilarious. #UniteBlue #GOPDebate http://t.co/gJ37M8NaM9,friend yearolds thought donald trump hilarious,123,14,2,1,1,1
9872,No candidate mentioned,Negative,FOX News or Moderators,"RT @RWSurferGirl: It is very disappointing that Fox News is not conducting a ""Fair &amp; Balanced"" Debate. 🇺🇸 #GOPDebate  #GOPDebates",disappointing fox news conducting fair amp balanced debate,133,20,2,1,0,1
12279,No candidate mentioned,Negative,FOX News or Moderators,RT @RWSurferGirl: Fox News is obviously trying to influence the makeup of the Republican field. 🇺🇸  #GOPDebate  #GOPDebates,fox news obviously trying influence makeup republican field,123,18,2,1,0,1
6172,Donald Trump,Negative,FOX News or Moderators,Kniw whats even more disturbing than @FoxNews agenda against #Trump @ #GOPDebate? That a mysoginistic narcissist is polling as a frontrunner,kniw whats even disturbing agenda mysoginistic narcissist polling frontrunner,140,21,2,1,0,0
10063,John Kasich,Negative,None of the above,"Unless you're talking about our schools, air quality, water quality... #Kasich #GOPDebates  https://t.co/znljf0zJd9",unless youre talking school air quality water quality,115,13,2,0,1,0
4048,Scott Walker,Negative,Racial issues,"""If I nod a lot when the black guy speaks, I'll look like I'm not an asshole"" @ScottWalker probably. #GOPDebate",nod lot black guy speaks ill look like asshole probably,111,20,1,1,0,0
12489,No candidate mentioned,Negative,None of the above,"Wait, they haven't hit social issues yet? #GOPDebates - the gift that keeps on giving.",wait havent hit social issue yet gift keep giving,86,15,1,0,0,0
10314,No candidate mentioned,Negative,FOX News or Moderators,"RT @RWSurferGirl: It is very disappointing that Fox News is not conducting a ""Fair &amp; Balanced"" Debate. 🇺🇸 #GOPDebate  #GOPDebates",disappointing fox news conducting fair amp balanced debate,133,20,2,1,0,1
10435,Marco Rubio,Negative,Religion,"RT @SupermanHotMale: Dear Senator Rubio, God has nothing to do with the Republican party... Get it right. #GopDebates",dear senator rubio god nothing republican pay get right,117,18,1,1,0,1
5693,Jeb Bush,Negative,Foreign Policy,RT @DOPEITSTOM: we all knew it but i can't believe he just came out and said it #GOPDebate http://t.co/haANdIKFD5,knew cant believe came said,113,19,1,1,1,1
11290,Scott Walker,Negative,None of the above,True Number of #Walker16 aides convicted of felonies higher than number of WI Voter Impersonation cases in past 30 yrs #wiunion #GOPDebates”,true number aide convicted felony higher number voter impersonation case past yr,140,22,3,0,0,0
6058,Donald Trump,Negative,FOX News or Moderators,@kimguilfoyle It wasn't a debate.It was an effort to bring @realDonaldTrump down. I see why he would not pledge #GOPDebate shame on @FoxNews,wasnt debateit effo bring see would pledge shame,140,23,1,3,0,0
8343,No candidate mentioned,Negative,None of the above,RT @diegueno: what working people missed in the #GOPdebates last night http://t.co/v0KyvZoPRu,working people missed last night,93,12,1,1,1,1
1874,No candidate mentioned,Negative,Immigration,Who's the real illegal alien #GOPDebate - Farrakhan on #Election2016  Immigration &amp; the Mexican Bor... https://t.co/lkLfFN2LFy via @YouTube,who real illegal alien farrakhan immigration amp mexican bor via,143,18,2,1,1,0
13193,Jeb Bush,Negative,FOX News or Moderators,RT @RWSurferGirl: Fox is cherry picking the candidates. Jeb gets the softball questions. 🇺🇸 #GOPDebates  #GOPDebates,fox cherry picking candidate jeb get softball question,116,16,2,1,0,1
11327,Rand Paul,Negative,FOX News or Moderators,Are they trying to knock out Paul and Trump by asking them all of the questions? #GOPDebates many are getting ignored,trying knock paul trump asking question many getting ignored,117,21,1,0,0,0
8405,Chris Christie,Negative,None of the above,RT @RWSurferGirl: Tonight we learned that @GovChristie thinks he can remove our civil rights to fight terrorism. #GOPDebate  #GOPDebates,tonight learned think remove civil right fight terrorism,136,19,2,2,0,1
12427,Donald Trump,Negative,FOX News or Moderators,RT @RWSurferGirl: The candidates don't have to attack @realDonaldTrump Fox is doing it for them by stoping him from speaking. 🇺🇸 #GOPDebate…,candidate dont attack fox stoping speaking,140,22,1,2,0,1
9703,No candidate mentioned,Negative,None of the above,RT @RWSurferGirl: I need to order another green apple martini to process what the hell just happened. 🇺🇸 #GOPDebate  #GOPDebates,need order another green apple maini process hell happened,128,20,2,1,0,1
6309,No candidate mentioned,Negative,Jobs and Economy,#GOPDebate Recap http://t.co/TsUIKsJEeB,recap,39,3,1,0,1,0
4266,John Kasich,Negative,None of the above,"@4apostles Term limits, pay limits, &amp; perks limits for Congress.  Now.  Put an end to career politicians.  #GOPDebate #tcot",term limit pay limit amp perk limit congress put end career politician,127,19,2,1,0,0
12726,Donald Trump,Negative,FOX News or Moderators,"#GOPDebates @FoxNews. Frightening to think the media is giving so much attention to a man who uses the word ""stupid"" SO much!#DonaldTrump",frightening think medium giving much attention man us word stupid much,137,22,2,1,0,0
12781,Jeb Bush,Negative,None of the above,RT @RWSurferGirl: Jeb Bush reminds me of elevator music. You hear it but you don't listen. 🇺🇸 #GOPDebate  #GOPDebates,jeb bush reminds elevator music hear dont listen,117,19,2,1,0,1
6593,Jeb Bush,Negative,None of the above,"@GOP I think u can stay OFF MY TL. 
P.S. F*** @JebBush @marcorubio @ChrisChristie @GovernorPerry &amp; any sockpuppet you endorse. 
#GOPDebate",think stay amp sockpuppet endorse,142,21,1,5,0,0
10078,No candidate mentioned,Negative,FOX News or Moderators,"RT @RWSurferGirl: It is very disappointing that Fox News is not conducting a ""Fair &amp; Balanced"" Debate. 🇺🇸 #GOPDebate  #GOPDebates",disappointing fox news conducting fair amp balanced debate,133,20,2,1,0,1
11025,Ben Carson,Negative,None of the above,"I have a friend that looks and talks just like Ben Carson, it's ruining the debate for me. #GOPDebates",friend look talk like ben carson ruining debate,102,19,1,0,0,0
9547,Donald Trump,Negative,None of the above,"RT @Apathycase: So, Trump buys politicians, used bankruptcy to his advantage, skirted laws for money, and admitted to wanting single payer …",trump buy politician used bankruptcy advantage skied law money admitted wanting single payer,140,22,0,1,0,1
2857,No candidate mentioned,Negative,None of the above,Fact checking is always my favorite part of the debates! Do most presume politicians' words are truthful? Scary. #GOPDebate,fact checking always favorite debate presume politician word truthful scary,123,19,1,0,0,0
8869,No candidate mentioned,Negative,FOX News or Moderators,RT @RWSurferGirl: We the American people pick the next President of United States not FOX News 🇺🇸 #GOPDebate  #GOPDebates,american people pick next president united state fox news,121,19,2,1,0,1
3470,No candidate mentioned,Negative,Jobs and Economy,But the sound bite Rush Limbaugh played was @CarlyFiorina on Hillary Clinton. #GOPDebate  Carly: Democrat party is undermining US fabric.,sound bite rush limbaugh played hillary clinton carly democrat pay undermining fabric,137,20,1,1,0,0
3001,Ben Carson,Negative,Religion,"RT @sbthistle: #GOPDebate ""I think God's a pretty fair guy."" God's not a guy, Dr. Carson. Women as well as men are created in ""God's image.…",think god pretty fair guy god guy carson woman well men created god image…,140,26,1,1,0,1
8565,No candidate mentioned,Negative,None of the above,"RT @mikewhitmore: I didn't watch the #GOPDebates tonight, so I was going to ask who won. Then I figured, I did.",didnt watch tonight going ask figured,111,21,1,1,0,1
